season,md,home_team,away_team,home_goals,away_goals
2014/2015,9,SV Wehen Wiesbaden,Rot-Weiß Erfurt,3,1
2014/2015,9,MSV Duisburg,Stuttgarter Kickers,2,0
2014/2015,10,Stuttgarter Kickers,VfL Osnabrück,1,1
2014/2015,10,Energie Cottbus,Hallescher FC,1,2
2014/2015,10,VfB Stuttgart,Chemnitzer FC,0,0
2014/2015,10,Dynamo Dresden,1. FSV Mainz 05 II,1,1
2014/2015,10,SC Preußen Münster,SG Sonnenhof Grossaspach,3,1
2014/2015,10,Rot-Weiß Erfurt,Jahn Regensburg,2,0
2014/2015,10,SpVgg Unterhaching,MSV Duisburg,1,1
2014/2015,10,Borussia Dortmund II,Fortuna Cologne,0,2
2014/2015,10,Hansa Rostock,Arminia Bielefeld,4,2
2014/2015,10,Holstein Kiel,SV Wehen Wiesbaden,0,0
2014/2015,11,Hallescher FC,Dynamo Dresden,1,1
2014/2015,11,Arminia Bielefeld,VfB Stuttgart,3,0
2014/2015,11,MSV Duisburg,Borussia Dortmund II,2,1
2014/2015,11,Jahn Regensburg,Holstein Kiel,0,2
2014/2015,11,SG Sonnenhof Grossaspach,Rot-Weiß Erfurt,1,1
2014/2015,11,Chemnitzer FC,Energie Cottbus,0,1
2014/2015,11,Stuttgarter Kickers,SpVgg Unterhaching,3,0
2014/2015,11,1. FSV Mainz 05 II,SC Preußen Münster,4,0
2014/2015,11,VfL Osnabrück,SV Wehen Wiesbaden,1,3
2014/2015,11,Fortuna Cologne,Hansa Rostock,1,0
2014/2015,12,Borussia Dortmund II,Stuttgarter Kickers,1,1
2014/2015,12,VfB Stuttgart,Fortuna Cologne,3,1
2014/2015,12,Hansa Rostock,MSV Duisburg,1,3
2014/2015,12,Energie Cottbus,Arminia Bielefeld,1,1
2014/2015,12,SpVgg Unterhaching,VfL Osnabrück,3,4
2014/2015,12,SV Wehen Wiesbaden,Jahn Regensburg,2,0
2014/2015,12,Holstein Kiel,SG Sonnenhof Grossaspach,3,1
2014/2015,12,Rot-Weiß Erfurt,1. FSV Mainz 05 II,1,0
2014/2015,12,Dynamo Dresden,Chemnitzer FC,1,0
2014/2015,12,SC Preußen Münster,Hallescher FC,2,0
2014/2015,13,VfL Osnabrück,Jahn Regensburg,2,0
2014/2015,13,SpVgg Unterhaching,Borussia Dortmund II,2,0
2014/2015,13,Stuttgarter Kickers,Hansa Rostock,3,0
2014/2015,13,Fortuna Cologne,Energie Cottbus,3,0
2014/2015,13,Hallescher FC,Rot-Weiß Erfurt,1,2
2014/2015,13,1. FSV Mainz 05 II,Holstein Kiel,1,1
2014/2015,13,SG Sonnenhof Grossaspach,SV Wehen Wiesbaden,0,3
2014/2015,13,MSV Duisburg,VfB Stuttgart,1,1
2014/2015,13,Chemnitzer FC,SC Preußen Münster,1,0
2014/2015,13,Arminia Bielefeld,Dynamo Dresden,4,1
2014/2015,14,Hansa Rostock,SpVgg Unterhaching,2,2
2014/2015,14,VfB Stuttgart,Stuttgarter Kickers,5,1
2014/2015,14,Borussia Dortmund II,VfL Osnabrück,2,2
2014/2015,14,Jahn Regensburg,SG Sonnenhof Grossaspach,2,0
2014/2015,14,SV Wehen Wiesbaden,1. FSV Mainz 05 II,1,2
2014/2015,14,Holstein Kiel,Hallescher FC,3,0
2014/2015,14,Rot-Weiß Erfurt,Chemnitzer FC,2,0
2014/2015,14,Dynamo Dresden,Fortuna Cologne,0,0
2014/2015,14,Energie Cottbus,MSV Duisburg,2,0
2014/2015,14,SC Preußen Münster,Arminia Bielefeld,3,1
2014/2015,15,Borussia Dortmund II,Hansa Rostock,1,1
2014/2015,15,1. FSV Mainz 05 II,Jahn Regensburg,1,0
2014/2015,15,Hallescher FC,SV Wehen Wiesbaden,3,1
2014/2015,15,Chemnitzer FC,Holstein Kiel,0,0
2014/2015,15,Stuttgarter Kickers,Energie Cottbus,2,2
2014/2015,15,SpVgg Unterhaching,VfB Stuttgart,0,1
2014/2015,15,VfL Osnabrück,SG Sonnenhof Grossaspach,2,0
2014/2015,15,Arminia Bielefeld,Rot-Weiß Erfurt,3,0
2014/2015,15,Fortuna Cologne,SC Preußen Münster,1,1
2014/2015,15,MSV Duisburg,Dynamo Dresden,0,0
2014/2015,16,Jahn Regensburg,Hallescher FC,1,1
2014/2015,16,VfB Stuttgart,Borussia Dortmund II,2,1
2014/2015,16,Hansa Rostock,VfL Osnabrück,2,2
2014/2015,16,SG Sonnenhof Grossaspach,1. FSV Mainz 05 II,3,1
2014/2015,16,SV Wehen Wiesbaden,Chemnitzer FC,2,0
2014/2015,16,Holstein Kiel,Arminia Bielefeld,1,0
2014/2015,16,Dynamo Dresden,Stuttgarter Kickers,1,1
2014/2015,16,Energie Cottbus,SpVgg Unterhaching,3,0
2014/2015,16,Rot-Weiß Erfurt,Fortuna Cologne,2,1
2014/2015,16,SC Preußen Münster,MSV Duisburg,1,0
2014/2015,17,MSV Duisburg,Rot-Weiß Erfurt,2,0
2014/2015,17,SpVgg Unterhaching,Dynamo Dresden,3,0
2014/2015,17,Stuttgarter Kickers,SC Preußen Münster,1,1
2014/2015,17,Borussia Dortmund II,Energie Cottbus,3,0
2014/2015,17,Arminia Bielefeld,SV Wehen Wiesbaden,1,1
2014/2015,17,Chemnitzer FC,Jahn Regensburg,4,1
2014/2015,17,Hallescher FC,SG Sonnenhof Grossaspach,0,2
2014/2015,17,Fortuna Cologne,Holstein Kiel,0,0
2014/2015,17,Hansa Rostock,VfB Stuttgart,4,1
2014/2015,17,VfL Osnabrück,1. FSV Mainz 05 II,2,0
2014/2015,18,VfL Osnabrück,VfB Stuttgart,3,1
2014/2015,18,Energie Cottbus,Hansa Rostock,1,0
2014/2015,18,Dynamo Dresden,Borussia Dortmund II,1,1
2014/2015,18,SC Preußen Münster,SpVgg Unterhaching,2,0
2014/2015,18,Rot-Weiß Erfurt,Stuttgarter Kickers,1,1
2014/2015,18,Holstein Kiel,MSV Duisburg,1,0
2014/2015,18,SV Wehen Wiesbaden,Fortuna Cologne,0,1
2014/2015,18,Jahn Regensburg,Arminia Bielefeld,0,1
2014/2015,18,SG Sonnenhof Grossaspach,Chemnitzer FC,1,0
2014/2015,18,1. FSV Mainz 05 II,Hallescher FC,0,1
2014/2015,19,VfB Stuttgart,Energie Cottbus,0,1
2014/2015,19,Arminia Bielefeld,SG Sonnenhof Grossaspach,2,0
2014/2015,19,Hansa Rostock,Dynamo Dresden,1,3
2014/2015,19,Stuttgarter Kickers,Holstein Kiel,0,0
2014/2015,19,SpVgg Unterhaching,Rot-Weiß Erfurt,4,2
2014/2015,19,Fortuna Cologne,Jahn Regensburg,1,0
2014/2015,19,Chemnitzer FC,1. FSV Mainz 05 II,1,2
2014/2015,19,Hallescher FC,VfL Osnabrück,2,1
2014/2015,19,Borussia Dortmund II,SC Preußen Münster,1,1
2014/2015,19,MSV Duisburg,SV Wehen Wiesbaden,3,2
2014/2015,20,Energie Cottbus,VfL Osnabrück,2,2
2014/2015,20,Arminia Bielefeld,1. FSV Mainz 05 II,2,0
2014/2015,20,Fortuna Cologne,SG Sonnenhof Grossaspach,4,0
2014/2015,20,MSV Duisburg,Jahn Regensburg,2,0
2014/2015,20,Stuttgarter Kickers,SV Wehen Wiesbaden,2,1
2014/2015,20,SpVgg Unterhaching,Holstein Kiel,1,1
2014/2015,20,Borussia Dortmund II,Rot-Weiß Erfurt,0,0
2014/2015,20,Hansa Rostock,SC Preußen Münster,0,2
2014/2015,20,Chemnitzer FC,Hallescher FC,0,2
2014/2015,20,VfB Stuttgart,Dynamo Dresden,0,0
2014/2015,21,SC Preußen Münster,VfB Stuttgart,1,0
2014/2015,21,Hallescher FC,Arminia Bielefeld,0,3
2014/2015,21,Dynamo Dresden,Energie Cottbus,1,0
2014/2015,21,VfL Osnabrück,Chemnitzer FC,2,0
2014/2015,21,SG Sonnenhof Grossaspach,MSV Duisburg,1,1
2014/2015,21,Jahn Regensburg,Stuttgarter Kickers,0,2
2014/2015,21,Holstein Kiel,Borussia Dortmund II,0,2
2014/2015,21,Rot-Weiß Erfurt,Hansa Rostock,4,1
2014/2015,21,1. FSV Mainz 05 II,Fortuna Cologne,1,1
2014/2015,21,SV Wehen Wiesbaden,SpVgg Unterhaching,4,0
2014/2015,22,VfB Stuttgart,Rot-Weiß Erfurt,2,2
2014/2015,22,Hansa Rostock,Holstein Kiel,0,4
2014/2015,22,SpVgg Unterhaching,Jahn Regensburg,3,2
2014/2015,22,Stuttgarter Kickers,SG Sonnenhof Grossaspach,2,0
2014/2015,22,MSV Duisburg,1. FSV Mainz 05 II,1,1
2014/2015,22,Dynamo Dresden,VfL Osnabrück,2,1
2014/2015,22,Borussia Dortmund II,SV Wehen Wiesbaden,0,0
2014/2015,22,Fortuna Cologne,Hallescher FC,2,2
2014/2015,22,Arminia Bielefeld,Chemnitzer FC,2,0
2014/2015,22,Energie Cottbus,SC Preußen Münster,2,1
2014/2015,23,Rot-Weiß Erfurt,Energie Cottbus,2,0
2014/2015,23,SC Preußen Münster,Dynamo Dresden,2,1
2014/2015,23,1. FSV Mainz 05 II,Stuttgarter Kickers,2,3
2014/2015,23,Chemnitzer FC,Fortuna Cologne,3,1
2014/2015,23,Holstein Kiel,VfB Stuttgart,1,1
2014/2015,23,Jahn Regensburg,Borussia Dortmund II,3,0
2014/2015,23,SV Wehen Wiesbaden,Hansa Rostock,1,2
2014/2015,23,VfL Osnabrück,Arminia Bielefeld,0,4
2014/2015,23,Hallescher FC,MSV Duisburg,1,2
2014/2015,23,SG Sonnenhof Grossaspach,SpVgg Unterhaching,1,4
2014/2015,24,SpVgg Unterhaching,1. FSV Mainz 05 II,1,2
2014/2015,24,SC Preußen Münster,VfL Osnabrück,2,0
2014/2015,24,Hansa Rostock,Jahn Regensburg,2,2
2014/2015,24,Energie Cottbus,Holstein Kiel,0,2
2014/2015,24,Dynamo Dresden,Rot-Weiß Erfurt,0,1
2014/2015,24,MSV Duisburg,Chemnitzer FC,3,0
2014/2015,24,Fortuna Cologne,Arminia Bielefeld,3,0
2014/2015,24,VfB Stuttgart,SV Wehen Wiesbaden,1,1
2014/2015,24,Stuttgarter Kickers,Hallescher FC,1,1
2014/2015,24,Borussia Dortmund II,SG Sonnenhof Grossaspach,0,1
2014/2015,25,1. FSV Mainz 05 II,Borussia Dortmund II,0,0
2014/2015,25,VfL Osnabrück,Fortuna Cologne,0,1
2014/2015,25,SV Wehen Wiesbaden,Energie Cottbus,1,2
2014/2015,25,Holstein Kiel,Dynamo Dresden,1,0
2014/2015,25,Rot-Weiß Erfurt,SC Preußen Münster,1,0
2014/2015,25,Chemnitzer FC,Stuttgarter Kickers,1,1
2014/2015,25,Hallescher FC,SpVgg Unterhaching,2,1
2014/2015,25,SG Sonnenhof Grossaspach,Hansa Rostock,1,1
2014/2015,25,Jahn Regensburg,VfB Stuttgart,4,1
2014/2015,25,Arminia Bielefeld,MSV Duisburg,4,2
2014/2015,26,Stuttgarter Kickers,Arminia Bielefeld,0,2
2014/2015,26,Borussia Dortmund II,Hallescher FC,1,1
2014/2015,26,Rot-Weiß Erfurt,VfL Osnabrück,3,1
2014/2015,26,Hansa Rostock,1. FSV Mainz 05 II,2,1
2014/2015,26,VfB Stuttgart,SG Sonnenhof Grossaspach,4,1
2014/2015,26,Energie Cottbus,Jahn Regensburg,4,1
2014/2015,26,Dynamo Dresden,SV Wehen Wiesbaden,0,1
2014/2015,26,SC Preußen Münster,Holstein Kiel,1,3
2014/2015,26,SpVgg Unterhaching,Chemnitzer FC,0,0
2014/2015,26,MSV Duisburg,Fortuna Cologne,2,0
2014/2015,27,Holstein Kiel,Rot-Weiß Erfurt,4,1
2014/2015,27,1. FSV Mainz 05 II,VfB Stuttgart,0,2
2014/2015,27,Jahn Regensburg,Dynamo Dresden,2,3
2014/2015,27,SV Wehen Wiesbaden,SC Preußen Münster,2,2
2014/2015,27,VfL Osnabrück,MSV Duisburg,1,1
2014/2015,27,SG Sonnenhof Grossaspach,Energie Cottbus,2,2
2014/2015,27,Arminia Bielefeld,SpVgg Unterhaching,4,0
2014/2015,27,Chemnitzer FC,Borussia Dortmund II,3,1
2014/2015,27,Hallescher FC,Hansa Rostock,1,2
2014/2015,27,Fortuna Cologne,Stuttgarter Kickers,0,2
2014/2015,28,Dynamo Dresden,SG Sonnenhof Grossaspach,0,1
2014/2015,28,VfB Stuttgart,Hallescher FC,0,1
2014/2015,28,Hansa Rostock,Chemnitzer FC,1,0
2014/2015,28,Borussia Dortmund II,Arminia Bielefeld,1,1
2014/2015,28,SpVgg Unterhaching,Fortuna Cologne,1,1
2014/2015,28,Stuttgarter Kickers,MSV Duisburg,4,2
2014/2015,28,Rot-Weiß Erfurt,SV Wehen Wiesbaden,0,2
2014/2015,28,SC Preußen Münster,Jahn Regensburg,3,0
2014/2015,28,Energie Cottbus,1. FSV Mainz 05 II,2,1
2014/2015,28,Holstein Kiel,VfL Osnabrück,1,0
2014/2015,29,VfL Osnabrück,Stuttgarter Kickers,4,1
2014/2015,29,MSV Duisburg,SpVgg Unterhaching,1,0
2014/2015,29,Hallescher FC,Energie Cottbus,3,1
2014/2015,29,1. FSV Mainz 05 II,Dynamo Dresden,1,0
2014/2015,29,Jahn Regensburg,Rot-Weiß Erfurt,1,0
2014/2015,29,SG Sonnenhof Grossaspach,SC Preußen Münster,1,1
2014/2015,29,SV Wehen Wiesbaden,Holstein Kiel,0,1
2014/2015,29,Chemnitzer FC,VfB Stuttgart,1,0
2014/2015,29,Arminia Bielefeld,Hansa Rostock,3,2
2014/2015,29,Fortuna Cologne,Borussia Dortmund II,0,0
2014/2015,30,Rot-Weiß Erfurt,SG Sonnenhof Grossaspach,0,1
2014/2015,30,Energie Cottbus,Chemnitzer FC,2,2
2014/2015,30,Hansa Rostock,Fortuna Cologne,4,0
2014/2015,30,Borussia Dortmund II,MSV Duisburg,1,4
2014/2015,30,SpVgg Unterhaching,Stuttgarter Kickers,1,2
2014/2015,30,Holstein Kiel,Jahn Regensburg,1,0
2014/2015,30,SC Preußen Münster,1. FSV Mainz 05 II,1,1
2014/2015,30,VfB Stuttgart,Arminia Bielefeld,2,0
2014/2015,30,Dynamo Dresden,Hallescher FC,2,3
2014/2015,30,SV Wehen Wiesbaden,VfL Osnabrück,2,0
2014/2015,31,Stuttgarter Kickers,Borussia Dortmund II,2,0
2014/2015,31,Jahn Regensburg,SV Wehen Wiesbaden,3,0
2014/2015,31,VfL Osnabrück,SpVgg Unterhaching,1,0
2014/2015,31,MSV Duisburg,Hansa Rostock,2,2
2014/2015,31,Fortuna Cologne,VfB Stuttgart,0,1
2014/2015,31,Chemnitzer FC,Dynamo Dresden,2,0
2014/2015,31,Hallescher FC,SC Preußen Münster,3,0
2014/2015,31,1. FSV Mainz 05 II,Rot-Weiß Erfurt,3,1
2014/2015,31,SG Sonnenhof Grossaspach,Holstein Kiel,1,1
2014/2015,31,Arminia Bielefeld,Energie Cottbus,3,0
2014/2015,32,Jahn Regensburg,VfL Osnabrück,1,1
2014/2015,32,VfB Stuttgart,MSV Duisburg,1,2
2014/2015,32,SV Wehen Wiesbaden,SG Sonnenhof Grossaspach,0,1
2014/2015,32,Hansa Rostock,Stuttgarter Kickers,1,0
2014/2015,32,Energie Cottbus,Fortuna Cologne,1,1
2014/2015,32,Dynamo Dresden,Arminia Bielefeld,2,0
2014/2015,32,SC Preußen Münster,Chemnitzer FC,2,3
2014/2015,32,Rot-Weiß Erfurt,Hallescher FC,1,2
2014/2015,32,Borussia Dortmund II,SpVgg Unterhaching,1,0
2014/2015,32,Holstein Kiel,1. FSV Mainz 05 II,1,0
2014/2015,33,MSV Duisburg,Energie Cottbus,3,2
2014/2015,33,Hallescher FC,Holstein Kiel,2,2
2014/2015,33,Fortuna Cologne,Dynamo Dresden,1,0
2014/2015,33,Arminia Bielefeld,SC Preußen Münster,2,1
2014/2015,33,Chemnitzer FC,Rot-Weiß Erfurt,2,1
2014/2015,33,SG Sonnenhof Grossaspach,Jahn Regensburg,2,1
2014/2015,33,VfL Osnabrück,Borussia Dortmund II,1,1
2014/2015,33,Stuttgarter Kickers,VfB Stuttgart,2,1
2014/2015,33,SpVgg Unterhaching,Hansa Rostock,2,1
2014/2015,33,1. FSV Mainz 05 II,SV Wehen Wiesbaden,1,1
2014/2015,34,Dynamo Dresden,MSV Duisburg,0,2
2014/2015,34,SV Wehen Wiesbaden,Hallescher FC,3,0
2014/2015,34,Holstein Kiel,Chemnitzer FC,2,1
2014/2015,34,Rot-Weiß Erfurt,Arminia Bielefeld,0,4
2014/2015,34,SC Preußen Münster,Fortuna Cologne,1,0
2014/2015,34,VfB Stuttgart,SpVgg Unterhaching,1,3
2014/2015,34,Hansa Rostock,Borussia Dortmund II,3,2
2014/2015,34,Jahn Regensburg,1. FSV Mainz 05 II,0,0
2014/2015,34,SG Sonnenhof Grossaspach,VfL Osnabrück,1,0
2014/2015,34,Energie Cottbus,Stuttgarter Kickers,2,0
2014/2015,35,MSV Duisburg,SC Preußen Münster,2,1
2014/2015,35,VfL Osnabrück,Hansa Rostock,1,0
2014/2015,35,Borussia Dortmund II,VfB Stuttgart,2,0
2014/2015,35,SpVgg Unterhaching,Energie Cottbus,3,3
2014/2015,35,Stuttgarter Kickers,Dynamo Dresden,3,4
2014/2015,35,Fortuna Cologne,Rot-Weiß Erfurt,2,2
2014/2015,35,Arminia Bielefeld,Holstein Kiel,2,2
2014/2015,35,1. FSV Mainz 05 II,SG Sonnenhof Grossaspach,3,1
2014/2015,35,Hallescher FC,Jahn Regensburg,2,1
2014/2015,35,Chemnitzer FC,SV Wehen Wiesbaden,2,1
2014/2015,36,SG Sonnenhof Grossaspach,Hallescher FC,2,1
2014/2015,36,Rot-Weiß Erfurt,MSV Duisburg,0,2
2014/2015,36,Jahn Regensburg,Chemnitzer FC,0,1
2014/2015,36,SV Wehen Wiesbaden,Arminia Bielefeld,1,1
2014/2015,36,Holstein Kiel,Fortuna Cologne,4,0
2014/2015,36,SC Preußen Münster,Stuttgarter Kickers,2,3
2014/2015,36,Dynamo Dresden,SpVgg Unterhaching,5,1
2014/2015,36,Energie Cottbus,Borussia Dortmund II,0,3
2014/2015,36,1. FSV Mainz 05 II,VfL Osnabrück,1,1
2014/2015,36,VfB Stuttgart,Hansa Rostock,3,2
2014/2015,37,Borussia Dortmund II,Dynamo Dresden,2,3
2014/2015,37,VfB Stuttgart,VfL Osnabrück,0,0
2014/2015,37,SpVgg Unterhaching,SC Preußen Münster,1,0
2014/2015,37,Stuttgarter Kickers,Rot-Weiß Erfurt,0,0
2014/2015,37,MSV Duisburg,Holstein Kiel,3,1
2014/2015,37,Fortuna Cologne,SV Wehen Wiesbaden,2,1
2014/2015,37,Arminia Bielefeld,Jahn Regensburg,2,2
2014/2015,37,Chemnitzer FC,SG Sonnenhof Grossaspach,2,0
2014/2015,37,Hallescher FC,1. FSV Mainz 05 II,1,2
2014/2015,37,Hansa Rostock,Energie Cottbus,0,1
2014/2015,38,1. FSV Mainz 05 II,Chemnitzer FC,1,1
2014/2015,38,Dynamo Dresden,Hansa Rostock,2,1
2014/2015,38,SC Preußen Münster,Borussia Dortmund II,1,2
2014/2015,38,Rot-Weiß Erfurt,SpVgg Unterhaching,1,0
2014/2015,38,Holstein Kiel,Stuttgarter Kickers,0,2
2014/2015,38,SV Wehen Wiesbaden,MSV Duisburg,1,0
2014/2015,38,Jahn Regensburg,Fortuna Cologne,4,0
2014/2015,38,SG Sonnenhof Grossaspach,Arminia Bielefeld,0,1
2014/2015,38,VfL Osnabrück,Hallescher FC,2,0
2014/2015,38,Energie Cottbus,VfB Stuttgart,2,3
2015/2016,1,Energie Cottbus,Hallescher FC,2,0
2015/2016,1,Stuttgarter Kickers,Fortuna Cologne,2,1
2015/2016,1,VfR Aalen,Chemnitzer FC,0,0
2015/2016,1,Hansa Rostock,Werder Bremen,1,2
2015/2016,1,Holstein Kiel,1. FSV Mainz 05 II,0,4
2015/2016,1,SV Wehen Wiesbaden,Wurzburger Kickers,0,0
2015/2016,1,Dynamo Dresden,VfB Stuttgart,4,1
2015/2016,1,Erzgebirge Aue,VfL Osnabrück,0,0
2015/2016,1,1. FC Magdeburg,Rot-Weiß Erfurt,2,1
2015/2016,1,SC Preußen Münster,SG Sonnenhof Grossaspach,1,1
2015/2016,2,SG Sonnenhof Grossaspach,Erzgebirge Aue,2,0
2015/2016,2,1. FSV Mainz 05 II,1. FC Magdeburg,2,2
2015/2016,2,VfB Stuttgart,SC Preußen Münster,1,3
2015/2016,2,Wurzburger Kickers,Dynamo Dresden,1,1
2015/2016,2,Chemnitzer FC,Hansa Rostock,1,1
2015/2016,2,Werder Bremen,Energie Cottbus,0,2
2015/2016,2,Rot-Weiß Erfurt,SV Wehen Wiesbaden,0,0
2015/2016,2,Fortuna Cologne,VfR Aalen,1,1
2015/2016,2,VfL Osnabrück,Stuttgarter Kickers,1,1
2015/2016,2,Hallescher FC,Holstein Kiel,0,2
2015/2016,3,Erzgebirge Aue,Stuttgarter Kickers,2,0
2015/2016,3,1. FC Magdeburg,Hallescher FC,2,1
2015/2016,3,SC Preußen Münster,Wurzburger Kickers,0,0
2015/2016,3,SG Sonnenhof Grossaspach,VfB Stuttgart,1,3
2015/2016,3,VfR Aalen,VfL Osnabrück,1,0
2015/2016,3,Hansa Rostock,Fortuna Cologne,4,2
2015/2016,3,Energie Cottbus,Chemnitzer FC,0,1
2015/2016,3,Holstein Kiel,Werder Bremen,3,0
2015/2016,3,SV Wehen Wiesbaden,1. FSV Mainz 05 II,1,1
2015/2016,3,Dynamo Dresden,Rot-Weiß Erfurt,3,1
2015/2016,4,Werder Bremen,1. FC Magdeburg,1,1
2015/2016,4,1. FSV Mainz 05 II,Dynamo Dresden,1,1
2015/2016,4,VfB Stuttgart,Erzgebirge Aue,1,2
2015/2016,4,Wurzburger Kickers,SG Sonnenhof Grossaspach,0,1
2015/2016,4,Hallescher FC,SV Wehen Wiesbaden,3,0
2015/2016,4,Chemnitzer FC,Holstein Kiel,4,2
2015/2016,4,VfL Osnabrück,Hansa Rostock,0,1
2015/2016,4,Stuttgarter Kickers,VfR Aalen,0,0
2015/2016,4,Fortuna Cologne,Energie Cottbus,3,0
2015/2016,4,Rot-Weiß Erfurt,SC Preußen Münster,1,1
2015/2016,5,SV Wehen Wiesbaden,Werder Bremen,3,1
2015/2016,5,SG Sonnenhof Grossaspach,Rot-Weiß Erfurt,2,2
2015/2016,5,Erzgebirge Aue,VfR Aalen,1,0
2015/2016,5,Hansa Rostock,Stuttgarter Kickers,0,1
2015/2016,5,SC Preußen Münster,1. FSV Mainz 05 II,0,1
2015/2016,5,Dynamo Dresden,Hallescher FC,3,2
2015/2016,5,Energie Cottbus,VfL Osnabrück,1,2
2015/2016,5,1. FC Magdeburg,Chemnitzer FC,2,0
2015/2016,5,VfB Stuttgart,Wurzburger Kickers,0,2
2015/2016,5,Holstein Kiel,Fortuna Cologne,2,2
2015/2016,6,Werder Bremen,Dynamo Dresden,1,2
2015/2016,6,Wurzburger Kickers,Erzgebirge Aue,1,0
2015/2016,6,Stuttgarter Kickers,Energie Cottbus,0,0
2015/2016,6,Fortuna Cologne,1. FC Magdeburg,2,1
2015/2016,6,1. FSV Mainz 05 II,SG Sonnenhof Grossaspach,2,1
2015/2016,6,VfR Aalen,Hansa Rostock,1,1
2015/2016,6,Rot-Weiß Erfurt,VfB Stuttgart,3,0
2015/2016,6,Hallescher FC,SC Preußen Münster,1,3
2015/2016,6,VfL Osnabrück,Holstein Kiel,3,2
2015/2016,6,Chemnitzer FC,SV Wehen Wiesbaden,1,0
2015/2016,7,VfB Stuttgart,1. FSV Mainz 05 II,1,1
2015/2016,7,SG Sonnenhof Grossaspach,Hallescher FC,0,0
2015/2016,7,1. FC Magdeburg,VfL Osnabrück,3,0
2015/2016,7,Dynamo Dresden,Chemnitzer FC,1,0
2015/2016,7,SC Preußen Münster,Werder Bremen,3,1
2015/2016,7,Wurzburger Kickers,Rot-Weiß Erfurt,0,0
2015/2016,7,Energie Cottbus,VfR Aalen,0,4
2015/2016,7,Holstein Kiel,Stuttgarter Kickers,1,2
2015/2016,7,SV Wehen Wiesbaden,Fortuna Cologne,3,0
2015/2016,7,Erzgebirge Aue,Hansa Rostock,0,0
2015/2016,8,Werder Bremen,SG Sonnenhof Grossaspach,0,4
2015/2016,8,Hansa Rostock,Energie Cottbus,1,1
2015/2016,8,Fortuna Cologne,Dynamo Dresden,1,5
2015/2016,8,Chemnitzer FC,SC Preußen Münster,0,1
2015/2016,8,Stuttgarter Kickers,1. FC Magdeburg,1,0
2015/2016,8,Hallescher FC,VfB Stuttgart,3,0
2015/2016,8,1. FSV Mainz 05 II,Wurzburger Kickers,1,0
2015/2016,8,Rot-Weiß Erfurt,Erzgebirge Aue,0,1
2015/2016,8,VfL Osnabrück,SV Wehen Wiesbaden,4,0
2015/2016,8,VfR Aalen,Holstein Kiel,0,0
2015/2016,9,SC Preußen Münster,Fortuna Cologne,3,1
2015/2016,9,SG Sonnenhof Grossaspach,Chemnitzer FC,4,2
2015/2016,9,VfB Stuttgart,Werder Bremen,1,1
2015/2016,9,Wurzburger Kickers,Hallescher FC,0,1
2015/2016,9,Holstein Kiel,Hansa Rostock,0,0
2015/2016,9,SV Wehen Wiesbaden,Stuttgarter Kickers,3,3
2015/2016,9,Dynamo Dresden,VfL Osnabrück,2,1
2015/2016,9,Erzgebirge Aue,Energie Cottbus,1,0
2015/2016,9,1. FC Magdeburg,VfR Aalen,1,2
2015/2016,9,Rot-Weiß Erfurt,1. FSV Mainz 05 II,3,0
2015/2016,10,Chemnitzer FC,VfB Stuttgart,2,1
2015/2016,10,Hansa Rostock,1. FC Magdeburg,1,1
2015/2016,10,Hallescher FC,Rot-Weiß Erfurt,2,1
2015/2016,10,Werder Bremen,Wurzburger Kickers,0,0
2015/2016,10,Stuttgarter Kickers,Dynamo Dresden,1,2
2015/2016,10,Energie Cottbus,Holstein Kiel,1,2
2015/2016,10,1. FSV Mainz 05 II,Erzgebirge Aue,1,1
2015/2016,10,VfL Osnabrück,SC Preußen Münster,2,2
2015/2016,10,VfR Aalen,SV Wehen Wiesbaden,3,1
2015/2016,10,Fortuna Cologne,SG Sonnenhof Grossaspach,2,2
2015/2016,11,VfB Stuttgart,Fortuna Cologne,3,0
2015/2016,11,Dynamo Dresden,VfR Aalen,4,0
2015/2016,11,SG Sonnenhof Grossaspach,VfL Osnabrück,3,3
2015/2016,11,Rot-Weiß Erfurt,Werder Bremen,2,1
2015/2016,11,1. FC Magdeburg,Energie Cottbus,2,2
2015/2016,11,SV Wehen Wiesbaden,Hansa Rostock,0,0
2015/2016,11,Erzgebirge Aue,Holstein Kiel,0,0
2015/2016,11,Wurzburger Kickers,Chemnitzer FC,1,1
2015/2016,11,1. FSV Mainz 05 II,Hallescher FC,2,0
2015/2016,11,SC Preußen Münster,Stuttgarter Kickers,4,2
2015/2016,12,Holstein Kiel,1. FC Magdeburg,0,0
2015/2016,12,Stuttgarter Kickers,SG Sonnenhof Grossaspach,0,4
2015/2016,12,Chemnitzer FC,Rot-Weiß Erfurt,1,1
2015/2016,12,Energie Cottbus,SV Wehen Wiesbaden,2,2
2015/2016,12,Fortuna Cologne,Wurzburger Kickers,0,3
2015/2016,12,Werder Bremen,1. FSV Mainz 05 II,2,1
2015/2016,12,Hallescher FC,Erzgebirge Aue,1,0
2015/2016,12,Hansa Rostock,Dynamo Dresden,1,3
2015/2016,12,VfR Aalen,SC Preußen Münster,0,0
2015/2016,12,VfL Osnabrück,VfB Stuttgart,1,1
2015/2016,13,SV Wehen Wiesbaden,Holstein Kiel,3,1
2015/2016,13,Hallescher FC,Werder Bremen,6,2
